"bestPar.lag","bestPar.kernel","bestPar.gamma","bestPar.cost","bestPar.epsilon","bestPar.tolerance","MSE_min","proc_time"
14,"radial",0.01,100,0.1,1e-04,1479720.864432,1546.99
