"bestPar.lag","bestPar.kernel","bestPar.gamma","bestPar.cost","bestPar.epsilon","bestPar.tolerance","MSE_min","proc_time"
14,"radial",0.01,1,0.1,1e-04,227328819.952824,2145.07
